Filename	(E)-hex-2-enal	3-methylbutanal oxime	a-pinene	b-myrcene	(Z)-b-ocimene	(E)-b-ocimene	g-terpinene	methyl benzoate	linalool	(3E)-4,8-dimethylnona-1,3,7-triene	2-methylbenzonitrile	a-campholenal	Decanal	caprolactam	Nonanoic acid	indole	a-copaene	petasitene	trans-a-bergamotene	b-caryophyllene	trans-b-bergamotene	a-farnesene	pseudoionone	trans-Geranylgeraniol	(E)-hex-3-en-1-ol	[(E)-hex-3-enyl] acetate	[(E)-hex-3-enyl] butanoate	[(Z)-hex-3-enyl] butanoate	a-terpineol	cis-a-bergamotene	(1Z,4Z,7Z)-1,5,9,9-tetramethylcycloundeca-1,4,7-triene	benzaldehyde	D-limonene	methyl salicylate	(E)-4-oxohex-2-enal	p-mentha-1,3,8-triene	4,7-Methano-1H-indene, 2,4,5,6,7,7a-hexahydro-	cosmene	(4E,6Z)-alloocimene	Tricyclo[3.1.0.0(2,4)]hexane, 3,6-diethyl-3,6-dimethyl-, trans-	3-Furaldehyde	1,4-Cyclohexadiene, 3-ethenyl-1,2-dimethyl-	2-Decanone	Benzamide	Benzenebutanoic acid, .gamma.-oxo-	2,6-Octadienal, 3,7-dimethyl-, (E)-	1,2,3-Propanetriol, 1-acetate	pentan-1-ol
NEXP1_916bT23_9162022_23.qgd	0	0	157648	234769	278782	3315566	19185	8138	0	0	0	0	336716	309610	274438	0	2315	0	52678	7520	156507	3282934	0	3040	12839	0	0	2246	5919	6332	5433	234953	180028	17404	7340	25219	0	27649	73765	92782	49070	8194	17144	0	60361	0	0	0
NEXP1_916bT24_9162022_24.qgd	50034	0	816270	135858	69933	764744	9895	1982	4808	956	1769	1005	37383	179024	95787	3627	489	0	1872	6651	3589	84134	0	0	45524	88763	0	0	0	18065	2663	67609	82496	1918	57290	10959	9703	12465	17132	3925	14671	3443	10706	5048	23026	0	10897	6584
NEXP1_916bT25_9162022_25.qgd	24553	0	486275	355774	110634	1323391	7836	109676	17367	65704	792	0	44954	973477	72810	18160	3021	0	197117	29186	404284	10551613	0	67268	27955	27199	80493	25236	2958	86117	6857	37075	259264	21423	20249	20934	0	22141	18429	142371	0	6606	0	0	55856	0	11809	0
NEXP1_916bT26_9162022_26.qgd	0	0	130236	63359	9989	28416	13842	3610	0	0	641	0	204726	64242	159629	2890	1931	0	957	13684	0	42154	0	0	0	0	0	0	2558	3551	6207	129817	107557	9266	0	1801	0	1519	1175	0	35747	4768	16010	0	15603	38509	172927	0
NEXP1_916bT27_9162022_27.qgd	0	0	45313	123762	236730	2903112	8568	2846	0	1256	2403	14262	125480	583322	462670	4055	2385	747	10526	9741	30431	528986	0	0	0	0	0	0	0	0	0	78765	19889	10768	1566	23390	9064	25052	51710	14658	74735	8415	18521	7189	42130	7334	36981	0
NEXP1_916bT28_9162022_28.qgd	3041	0	1880899	76742	65768	819062	3068	786	0	2539	1633	8461	23819	55127	26012	1843	1665	0	0	8804	2057	140625	0	831	0	1612	0	0	0	0	17705	51384	70856	1242	3485	8732	0	9417	11668	1674	8289	3605	2791	4846	12082	0	7024	0
NEXP1_916bT29_9162022_29.qgd	0	0	11906	2578	15490	1987	2003	2332	0	465	1106	0	29984	130688	63816	1334	0	0	0	621	4126	2215	0	0	0	0	351	0	0	0	0	44331	7893	5025	602	432	0	0	229	0	9958	0	4099	3788	13879	0	7819	0
NEXP1_916bT30_9162022_30.qgd	0	0	26161	3802	1690	9551	2946	1601	0	924	1993	0	36525	154582	82256	2245	0	0	0	0	5716	0	0	0	0	0	0	0	0	0	0	62963	8653	1945	0	271	0	0	478	0	0	0	5954	4034	24417	0	10062	0
NEXP1_agg1_D_220725_8142022_29.qgd	25777	0	381491	53997	2058	14051	0	2005	8917	4657	1641	421	67866	115043	89173	1746	815	0	2459	16973	2027	38457	0	0	10609	4180	0	0	2923	3666	4741	68666	52893	2799	18742	0	0	2291	588	0	15043	702	4780	19803	33925	0	50302	0
NEXP1_agg1n1_D_220725_8232022_09.qgd	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	56	167	0	0	0	0	0	0	104	0	0	0	0	0	262	0	0	0	0	0	0	0
NEXP1_agg1n1_D_220725_9142022_01.qgd	4343	0	253647	47237	8352	71905	5941	3957	0	0	1882	406	250342	118793	79019	13034	726	0	0	1319	16126	0	0	0	0	0	0	0	1223	1853	0	98665	68054	8727	5855	1457	0	2314	1803	0	214001	2728	0	0	10759	0	9902	0
NEXP1_agg1n1_N_220725_8122022_09.qgd	2486	0	185530	15593	23992	268883	0	1423	0	2843	1580	356	57590	66564	460112	1436	706	0	0	2193	4047	53446	0	0	0	2178	0	0	0	0	0	64690	8116	6563	3666	4221	2139	6040	3410	0	8188	1904	8960	34105	73212	5318	42619	0
NEXP1_agg1n2_D_220725_8142022_30.qgd	7753	0	90256	13030	2333	9230	0	1777	0	2129	976	0	83157	555486	169724	946	0	0	1314	0	5191	25290	0	0	3424	1932	1722	0	3160	0	0	73747	619	3315	15318	0	0	0	217	0	9967	3545	9011	10827	47298	0	65203	0
NEXP1_agg1n2_N_220725_8142022_07.qgd	1791	0	162421	43669	82850	924843	1361	1257	0	893	985	0	32961	37874	106823	740	0	0	3556	989	12202	184156	0	0	0	1020	919	0	0	0	0	41894	3858	1188	2427	15777	7952	5639	18385	5538	5552	4754	4197	6195	26209	0	50041	3028
NEXP1_agg2_N_220725_8122022_13.qgd	11143	0	253004	128173	66499	709512	12826	2657	0	6939	2149	0	102553	95743	237099	2809	0	0	18449	0	44320	761275	0	0	10016	0	0	0	879	5333	0	119968	136048	9531	39220	8839	0	2850	10807	25785	30812	2449	9209	14089	29579	0	25762	0
NEXP1_agg2n1_D_220725_8162022_10.qgd	0	0	237742	3122	572	0	0	2675	0	0	2388	0	28155	60424	640376	4460	0	0	0	4614	0	0	0	7782	0	0	0	0	0	4579	0	85772	3912	1811	0	0	0	0	0	0	5489	0	4497	57363	208146	0	29455	0
NEXP1_agg2n2_D_220725_8152022_06.qgd	2816	0	332421	0	5729	0	0	2035	0	1118	3059	849	26365	52645	894798	2316	0	0	0	0	0	0	0	6378	4380	0	0	0	0	5046	0	130848	7129	1673	5158	0	0	0	0	1877	6506	0	5324	135936	235300	0	36218	0
NEXP1_agg2n2_N_220725_8122022_18.qgd	4270	0	146647	41237	75623	875255	1103	1530	0	1460	1586	0	37489	126804	91482	2245	234	0	55417	0	120862	2780992	0	0	9651	0	0	0	0	2587	0	61610	15303	1802	4024	9348	3908	2843	12805	87328	12966	2383	5677	22449	24571	0	33494	0
NEXP1_agg3_N_220804_9162022_10.qgd	9837	0	101791	89907	10156	67908	12320	2230	0	3570	1148	0	122497	82825	55292	1381	3408	0	0	12211	0	0	6695	0	10888	0	0	0	0	585	4284	103785	105922	5099	6659	1295	0	1541	945	0	27591	0	6259	0	5655	20984	79621	0
NEXP1_agg3n1_D_220725_8232022_07.qgd	12560	0	1635275	84810	4187	28584	0	1476	0	10749	1426	0	39728	0	238700	1669	6141	0	0	33658	0	6343	0	0	0	2517	0	0	0	0	8705	47616	81086	923	8944	0	0	743	855	0	2232026	439	7906	0	33290	0	27236	6122
NEXP1_agg3n1_N_220725_8122022_03.qgd	0	0	82771	42701	87366	1055012	1430	2705	3336	2450	2744	0	43336	58237	139026	453	1938	0	10889	6899	13799	262622	0	0	0	0	0	0	0	0	2547	74927	6493	2143	559	10901	5146	2835	19910	9359	12078	3155	8472	32482	23567	0	22915	0
NEXP1_agg3n2_D_220725_9142022_02.qgd	5597	0	182541	72151	15172	17011	13440	4055	0	0	1044	0	224957	24159	123790	4831	644	0	0	2403	11780	0	0	0	0	0	0	0	1565	881	4719	104552	109365	9696	0	0	0	3416	949	0	48881	3661	7468	0	26202	0	0	0
NEXP1_agg3n2_N_220725_8142022_03.qgd	1999	0	2	18075	28657	354711	0	1569	0	2854	1314	0	37701	133479	137263	1802	4154	0	0	14775	9763	194616	0	0	0	0	0	0	0	0	8565	41724	10366	5474	3114	4944	2399	1524	5582	0	6152	1403	7769	17184	40688	0	59861	1084
NEXP1_agg4_N_220725_8122022_10.qgd	0	0	208229	7680	6885	79570	0	3546	0	2895	2982	0	37695	68339	194731	4318	0	0	0	0	3505	105156	0	0	0	0	0	0	0	0	0	100762	12652	3955	0	1524	0	0	1481	0	44058	0	11325	59445	56900	0	32613	0
NEXP1_agg4n1_D_220725_8162022_01.qgd	3203	0	109568	54400	3777	25288	12207	3296	0	0	1923	4140	148862	51610	192543	4635	620	0	0	903	3443	0	0	0	0	0	0	0	0	1874	0	128216	80723	8783	1682	0	0	1763	798	0	33031	3822	8775	3324	53905	0	67838	4808
NEXP1_agg4n2_N_220725_8142022_10.qgd	0	0	332079	22027	14544	173198	0	2297	0	1545	943	0	41326	153589	112655	1378	211	0	4209	0	12998	194113	0	0	0	0	1873	0	0	0	0	50524	20096	4924	0	4337	1827	1750	2921	0	27820	1164	7691	8752	26675	0	72740	0
NEXP1_agg5_D_220811_8232022_05.qgd	0	0	128748	16205	1941	8602	0	1938	0	0	404	0	100141	209081	148768	1450	1913	0	0	0	5975	0	0	0	0	15930	0	0	0	0	448	50526	25510	6577	6799	0	0	697	312	0	2240073	0	7298	680	39292	0	35047	0
NEXP1_agg5n1_N_220725_8122022_05.qgd	952	0	701469	15479	6813	78109	0	3021	0	0	935	0	17222	28041	52911	1272	0	0	1941	0	815	9461	0	0	0	1685	0	0	0	0	0	36207	20756	1712	0	2033	0	811	1611	0	17075	629	3737	8972	27119	0	35219	0
NEXP1_agg5n2_D_220811_8232022_02.qgd	0	0	82309	0	5841	0	0	2372	0	7728	1282	0	60957	0	125162	2354	976	0	0	0	2082	0	0	0	0	4033	0	0	0	316	0	63056	6523	2141	933	231	0	0	0	0	2058663	0	0	3129	44053	0	14021	983
NEXP1_agg5n2_N_220725_8142022_04.qgd	0	0	0	39	0	89	0	165	153	0	0	0	0	0	165	141	0	0	0	0	0	0	0	526	0	0	0	0	168	0	0	0	0	0	205	0	0	0	0	0	0	58	0	0	0	0	0	0
NEXP1_agg5n2redo_N_220725_8142022_14.qgd	4409	0	161420	115730	134078	1441606	12860	4120	0	0	1902	0	143056	32872	717197	3743	0	0	9196	0	26044	316472	0	3538	0	0	0	0	0	0	0	148328	97831	8055	0	22811	0	6923	25402	0	26658	5874	9487	36867	126268	6127	31476	2981
NEXP1_agg6n1_N_220725_8122022_06.qgd	3189	0	86656	31488	3003	0	7217	6399	0	0	2655	0	87883	142590	675100	2554	6587	0	0	6186	0	209677	0	0	0	0	0	0	0	2369	0	135854	60676	6129	1705	1934	0	0	362	0	18290	0	10214	81784	143815	0	24226	0
NEXP1_agg6n2flowfellnodate_N_220725_8142022_06.qgd	0	0	3818	0	1954	0	0	1424	0	1374	814	0	51242	20622	165164	1791	0	0	0	519	1285	0	0	0	0	965	0	0	0	1015	0	39303	1915	1197	0	0	0	0	0	0	13106	0	3477	12624	41735	0	28013	0
NEXP1_agg6n3_N_220725_8152022_10.qgd	0	0	74875	0	3647	3451	0	2471	0	0	4267	0	29571	75775	154256	2973	0	0	0	0	2947	0	22692	0	0	0	0	0	0	0	0	91819	3961	1753	0	284	0	0	200	0	321888	0	8739	23757	30618	0	34348	0
NEXP1_agg7_N_220804_9162022_11.qgd	568	0	63675	34451	57413	705599	7821	2240	0	2016	432	0	40450	76446	53699	1283	724	0	992	2213	2746	43886	12472	0	0	2788	7594	634	0	1695	1199	37028	19583	6777	0	6359	0	3224	8420	0	12285	1875	4634	0	7773	0	22721	1258
NEXP1_agg7n1_D_220725_8152022_07.qgd	2398	0	201554	26518	1771	8407	920	3511	0	3158	2210	0	38373	168061	171026	2317	2504	0	936	13610	2573	0	0	0	5519	6597	5934	0	0	6147	4425	69993	27731	2483	2939	2362	0	4223	0	0	12617	911	8737	35988	62752	0	39068	1449
NEXP1_agg7n2_D_220725_8152022_05.qgd	0	0	160058	71824	4097	8547	13023	3768	0	32822	4103	14689	115450	367498	113290	4325	4634	0	0	10868	4829	0	172521	0	0	0	0	0	2589	8888	3872	169015	100554	8934	2998	1162	0	5964	578	5099	36352	5164	12631	30223	21607	0	42705	0
NEXP1_agg8__220720_9162022_06.qgd	3136	0	82450	32388	5235	1652	5685	1391	0	0	455	0	72259	9210	64936	1092	608	0	0	0	3788	0	7567	0	0	0	0	0	473	0	0	51973	40205	2607	0	0	0	0	203	277	15228	0	2985	0	3115	0	3402	0
NEXP1_agg8_N_220720_9142022_17.qgd	1418	0	61160	259018	518936	6613049	14831	1923	16464	0	2253	0	49665	204543	63527	3004	0	0	17906	0	54515	1240465	0	0	0	0	0	0	0	0	0	88664	22496	3934	1248	53612	14759	57149	95442	18470	16261	13180	10274	856	31115	0	4435	0
NEXP1_agg8_N_220811_9142022_06.qgd	2010	0	130423	124849	214587	2965006	54063	2512	11725	0	369	0	27517	113921	61053	5364	220	0	9457	9084	22066	610723	0	0	5512	0	772	0	1616	3778	1393	32032	26551	7786	7067	25842	10927	7687	47854	24328	8319	6694	2014	0	7000	0	2707	312
NEXP1_agg8n2_D_220725_8162022_02.qgd	0	0	250829	14957	4762	32569	0	2012	0	2273	1757	0	33762	74479	126741	2883	2276	0	6188	3120	3214	79072	0	0	0	0	0	0	0	649	0	59357	15324	1194	0	0	0	0	875	6170	14999	0	7046	16023	37457	0	42858	0
NEXP1_agg8n2_N_220720_9142022_18.qgd	2252	0	328664	104106	166178	2283105	7455	622	3383	943	446	900	11536	108382	26716	1690	0	0	1315	1809	5611	102619	0	0	0	0	0	0	0	2494	0	27223	14591	2632	2894	20981	6411	20744	40873	0	8617	5905	1659	3603	11393	0	4486	0
NEXP1_agg9_D_220811_8232022_04.qgd	0	0	393015	0	5836	0	0	963	0	6260	888	0	53564	0	112713	1358	0	0	0	0	14246	0	0	1926	0	0	0	0	0	0	0	39622	7696	2153	2907	0	0	301	279	0	2361453	0	0	2653	10099	0	57806	0
NEXP1_agg9_N_220720_862022_25.qgd	0	0	163274	39642	85643	1049139	0	2871	0	1928	2199	0	43986	121546	197668	4625	0	0	22486	1772	62445	1044564	0	0	0	0	0	0	0	0	0	63483	10825	3951	0	13413	7217	4423	21204	43563	7726	3444	8484	36143	90260	0	54683	2195
NEXP1_agg9_N_220811_9142022_07.qgd	5148	0	265039	157560	130961	1469540	0	11388	80069	0	2454	1296	129115	33059	1510065	115463	2517	9470	18167	21096	51776	585360	0	0	113030	0	0	0	0	4703	15158	196462	100374	150888	2281	37837	13115	14797	28213	23515	48310	9736	9508	22197	416423	0	32459	5469
NEXP1_agg9n2_D_220811_8232022_03.qgd	2006	0	328165	0	8386	0	0	2074	0	9970	1827	0	57464	0	248297	1462	0	0	0	4856	3337	0	0	0	0	0	0	0	0	0	0	72199	11154	1962	3292	0	0	0	0	0	2528616	0	13042	0	29985	0	108257	1136
NEXP1_agg10_N_220804_9172022_03.qgd	10167	0	2487738	147740	222204	2707268	34034	2076	7270	923	714	7748	15616	30272	29304	343	0	522	1453	10462	3278	100618	0	0	7607	4016	2060	0	0	8063	2309	20826	54777	4001	38501	14786	0	14842	32001	907	11068	5606	1996	0	8030	0	4818	613
NEXP1_agg10_N_220811_9142022_08.qgd	3817	0	779150	250560	488200	6694351	73406	0	134932	1190	2376	1028	52245	45583	51016	123348	2248	1624	5016	9558	14526	289304	0	0	109098	0	0	0	0	5075	23187	53955	47662	66186	3142	22313	8990	21710	103403	5398	27403	8170	7134	2544	15606	0	3152	0
NEXP1_agg10n1_N_220720_862022_22.qgd	1447	0	79557	8283	11629	125407	2977	1354	0	1381	1182	0	55669	189943	91121	1330	0	0	0	2663	13708	0	0	0	0	1645	0	0	0	4002	550	50096	9437	2186	1714	2398	0	1070	1926	0	13317	711	7371	9005	30072	0	59529	0
NEXP1_agg10n2_N_220720_862022_21.qgd	3390	0	336968	153704	307492	3573280	6458	1607	17017	4384	1147	0	28136	95698	99133	882	478	0	15667	11468	39786	882534	0	0	0	0	0	751	0	5467	3899	49382	13851	3019	4114	28617	10250	28260	64374	20589	14733	8447	6866	10262	31327	0	47377	0
NEXP1_agg11n1_N_220725_8122022_14.qgd	0	0	102849	34786	67375	751779	1190	965	0	1596	704	0	17602	44909	277045	1151	0	0	0	0	2688	14808	0	0	0	1923	1616	0	0	0	0	44110	3619	1607	0	8200	2885	3149	9910	0	6900	2658	4757	14347	64799	0	38555	0
NEXP1_agg11n2_D_220725_8232022_01.qgd	0	0	205626	7769	8672	74013	742	532	0	0	360	0	41750	0	61923	0	0	0	0	0	2857	8286	0	0	0	0	2745	0	0	0	1089	26626	7719	1414	0	1799	827	2320	1809	653	2072861	751	2766	0	45382	0	0	543
NEXP1_agg11n2_N_220725_8142022_09.qgd	4579	0	204213	81629	60645	633511	12351	3560	0	4582	1741	0	125152	42835	104251	1583	407	0	0	0	2954	0	0	0	0	0	0	0	926	1286	0	121722	88512	8567	0	7992	0	3260	9614	0	31450	2958	9669	14251	16410	0	32295	2334
NEXP1_agg12_N_220720_862022_20.qgd	861	0	136982	0	3620	0	0	1581	0	0	1418	4322	80099	44157	377711	2020	0	0	0	2950	14821	0	0	0	0	1049	0	0	727	4320	0	63650	4395	5403	1099	0	0	0	247	0	11033	0	14992	18932	58339	7114	57043	0
NEXP1_agg12n2_N_220720_862022_19.qgd	900	0	110274	37688	69302	841225	1091	2211	3871	1391	1331	0	40107	140102	473134	1450	0	0	43700	2188	128209	2480208	0	0	4086	2968	0	0	0	2490	0	60603	9041	2338	0	12049	5390	3701	14750	66897	10001	3037	6764	14539	67794	0	48603	7415
NEXP1_agg13_D_220725_8142022_22.qgd	8292	0	615379	33059	5235	39599	0	2091	0	1769	1408	260	58884	50349	165398	1325	3958	0	0	26930	0	41619	0	0	8283	3518	0	0	0	8191	9661	78557	32465	2397	7873	2145	0	510	991	4277	24067	982	7455	17005	39069	0	53033	0
NEXP1_agg13n1_N_220725_8122022_12.qgd	0	0	151969	9992	16039	171395	0	1956	0	0	2925	0	18554	38603	141943	1541	0	0	5795	1053	20242	270329	0	0	0	0	0	0	0	1606	0	62372	3316	6804	1421	2713	1538	989	3158	10153	13188	812	6739	33612	20172	3940	30019	0
NEXP1_agg13n2_D_220725_8142022_24.qgd	6557	0	254563	136334	7044	33775	22984	3647	0	3228	2702	0	308160	53253	431536	2468	3568	0	0	7768	15192	12677	0	0	0	0	0	0	1705	7541	2533	172761	167415	14544	0	0	0	7693	936	1462	37860	0	17701	14647	31416	0	51254	0
NEXP1_agg13n2_N_220725_8142022_19.qgd	3697	0	229468	51134	3807	18678	11265	2799	0	0	1623	0	99163	31059	162825	715	1850	0	0	1797	3042	0	0	0	0	0	0	0	0	5008	0	120932	84508	7624	0	0	0	4148	927	553	28903	4055	9506	10544	56649	0	33037	1919
NEXP1_agg14_D_220725_8142022_27.qgd	6731	0	695815	187524	13185	45900	22230	7888	0	3089	2708	0	212528	88297	286883	4697	1171	1248	0	1327	6509	0	0	0	0	0	0	0	0	2880	0	246667	190449	12566	5853	0	0	7858	1578	0	40385	0	25335	43873	66248	0	33949	0
NEXP1_agg14n1_D_220725_8152022_08.qgd	1310	0	188971	0	2101	0	0	2151	0	2681	1388	0	36638	56960	203273	1723	0	0	0	0	0	0	43627	0	0	2433	1467	0	0	659	0	76437	6428	1881	0	0	0	0	166	0	40156	0	7690	13814	15998	0	31472	0
NEXP1_agg14n1_N_220725_8122022_16.qgd	2367	0	102894	52583	46606	441480	6386	2713	0	0	1737	0	66844	0	1487383	2698	0	0	3009	0	13121	107975	0	0	0	0	0	0	0	4301	0	140897	55043	5401	0	12360	0	4986	10530	0	47250	0	7131	64318	351521	4586	29194	0
NEXP1_agg14n2_D_220725_8142022_28.qgd	4399	0	295088	56112	9662	35812	0	1167	0	2023	1692	0	59651	325854	90714	4469	564	447	1321	2406	4659	0	0	0	0	0	0	0	0	0	0	79236	44863	3076	5617	3152	0	4939	1418	0	14506	813	4533	22360	30689	0	62658	0
NEXP1_agg14n2_N_220725_8142022_10.qgd	0	0	11603	0	13506	162318	0	1135	0	578	1295	0	35622	85641	108034	1756	0	0	0	0	992	0	0	0	0	0	0	0	0	0	0	36975	3076	1016	0	2485	368	837	2810	0	8557	716	5217	8864	49836	0	49259	0
NEXP1_agg15_N_220811_9142022_09.qgd	1984	0	107582	108912	199651	2673104	3664	1228	12020	0	899	0	78133	133027	63535	5101	489	0	20951	20634	70647	1217458	0	0	0	0	1089	0	613	2162	6173	64267	32497	4973	3221	30114	9805	10378	42478	35304	30911	8452	5520	0	42357	0	4834	6575
NEXP1_agg16_D_220725_8142022_21.qgd	2695	0	139357	44272	2850	9560	5260	1903	0	0	1042	152	83704	316181	64882	1055	480	0	1139	0	3366	14499	0	0	0	0	0	0	0	3361	0	86498	56018	3761	0	0	0	2270	490	0	16399	2160	7896	5947	14989	0	28865	0
NEXP1_agg16n1_N_220725_8122022_04.qgd	3994	0	187191	153683	199453	1982124	11865	3150	0	7259	1036	0	93917	29411	549573	1261	764	0	6454	808	19865	272252	71225	3333	0	0	0	0	1169	3024	0	116652	91137	8564	0	20376	0	5226	35799	0	50911	6251	8270	22731	44397	0	22099	1379
NEXP1_agg16n2_D_220725_8142022_25.qgd	15848	0	656097	207423	1800	6871	7946	2080	0	0	1987	0	74535	133443	141869	1078	0	0	0	1999	2396	0	0	0	15904	35006	0	0	0	8830	0	96122	167108	3594	15778	0	0	2985	582	0	31133	2613	7776	12446	68828	0	41476	3577
NEXP1_agg16n2_N_220725_8142022_07.qgd	2206	0	492659	0	12362	139531	0	4519	0	0	3893	268	46222	51279	224004	3985	0	0	0	0	0	22949	0	0	0	0	0	0	0	1533	0	79491	14438	1654	3046	1853	0	650	2300	0	16898	724	12881	31444	26031	0	47133	0
NEXP1_agg17_D_220725_8162022_04.qgd	0	0	277789	19270	41154	314509	0	1872	0	1264	1319	481	37907	222704	87282	1391	274	0	1046	4568	2254	19265	0	0	0	1707	4458	0	0	588	0	61426	19395	2953	0	6557	2918	7666	8510	0	28616	2453	7856	4954	18389	0	50740	4781
NEXP1_agg17_N_220725_8142022_18.qgd	3670	0	107497	123477	191092	2065455	11487	4373	0	0	2745	0	141510	118247	736181	1815	0	0	3991	1295	23538	163536	0	0	735	0	1969	0	0	4996	0	188007	87361	11866	0	40006	13843	16111	34564	1913	28003	10049	13659	69420	331704	0	35113	1183
NEXP1_agg17n2_N_220725_8142022_01.qgd	0	0	388543	104787	217309	3152128	5440	0	7518	0	725	500	56882	94618	74795	1039	0	0	7363	0	31158	624857	0	0	0	0	1947	0	0	0	0	56204	12915	4777	934	33279	11734	34866	63833	11225	16824	11844	5010	0	36145	0	62908	4331
NEXP1_agg18_N_220720_862022_18.qgd	5477	0	107327	226662	262730	3016173	16328	2903	0	4191	1785	0	159288	297164	209049	2630	1223	0	13927	23960	35163	688087	0	0	0	0	0	0	0	0	10849	166169	110662	10622	5418	34695	0	12500	54997	22218	47837	8826	11727	18219	39522	0	42309	0
NEXP1_agg18n2_N_220720_9142022_11.qgd	7386	0	122588	169310	106370	1201219	24233	3760	0	0	2075	0	426372	33964	131920	3425	1898	0	1375	1394	2419	55445	0	0	0	0	0	0	2495	4216	0	204446	171641	15252	0	15401	0	7660	21324	920	50576	4917	13986	0	29145	0	8745	0
NEXP1_agg19_N_220725_8122022_22.qgd	0	0	303184	7737	8011	91483	0	2063	0	631	1514	0	40366	29144	210318	2146	0	394	0	0	1437	0	0	0	0	0	0	0	0	0	0	56107	5031	2592	0	1792	1182	718	1792	0	11483	868	6984	22162	30748	0	36632	0
NEXP1_agg19n2_D_220725_8162022_08.qgd	0	0	47885	0	661	1608	0	940	0	2081	1307	0	38729	204423	37237	1563	233	0	2339	0	1135	13585	22496	0	0	1018	0	0	0	294	0	32359	2683	2005	2762	0	0	0	0	0	9348	646	4529	4408	5068	0	45751	0
NEXP1_agg19n2_N_220725_8122022_29.qgd	0	0	109018	30743	9352	105214	6197	3741	0	745	2451	285	69772	46415	166086	1692	0	0	0	0	1785	0	0	0	0	0	0	0	0	0	0	92057	43569	4566	0	1870	0	2621	2085	0	18471	2475	9865	22501	47085	2346	35698	643
NEXP1_agg20_N_220725_8142022_11.qgd	0	0	121574	97101	64353	672355	15605	5484	0	0	3608	11419	146192	70823	209034	4777	0	0	4801	1714	11072	179500	0	0	0	0	0	0	1266	3332	0	185550	115295	10444	0	8048	0	3133	12707	7847	39127	2318	15380	32315	74165	0	28817	5737
NEXP1_agg20n2_N_220725_8142022_32.qgd	1645	0	204052	47262	62993	832215	4400	1894	0	0	1672	0	61114	85045	365548	1226	0	3428	3314	995	16111	222513	0	0	0	0	0	0	843	977	0	56723	27188	10711	2029	10935	5041	11943	15684	0	14194	3912	5495	15559	27871	0	48215	9548
NEXP1_AMB__220720_9162022_07.qgd	0	0	9186	0	2689	320	0	2158	0	0	769	0	17159	17390	74763	1416	0	0	0	781	0	0	8642	0	0	0	0	0	0	247	0	29103	2471	3442	0	0	0	106	0	67	6755	0	3857	0	9303	0	3728	0
NEXP1_AMB_N_220725_8122022_30.qgd	0	0	41555	0	1742	1791	0	1132	0	715	1794	0	54057	41832	163297	1738	0	0	0	0	1253	0	0	0	0	0	0	0	0	0	0	47716	5460	3034	0	0	0	0	0	0	8688	0	14558	9219	31774	0	39541	0
NEXP1_AMBAA_N_220725_8142022_08.qgd	0	0	61197	0	3304	3360	0	3348	0	2001	1486	0	43570	74619	281636	8093	0	199	0	1966	4052	0	0	0	0	2418	0	0	0	0	0	67348	7114	2722	1143	0	426	0	240	0	39506	0	8442	12440	12166	0	45801	0
NEXP1_AMBDH_D_220725_8162022_11.qgd	0	0	96017	0	1486	9679	0	942	0	0	1245	0	38751	355957	87976	1503	0	0	0	276	3341	0	0	0	0	2162	779	0	0	922	0	40975	8507	1638	4623	0	0	0	250	0	10747	316	3801	12724	18480	0	41421	0
NEXP1_AMBDH_N_220725_8142022_05.qgd	0	0	13288	0	1884	0	0	1537	0	0	2883	0	63213	129106	109781	912	0	0	0	0	2409	0	0	0	0	0	0	0	0	0	0	65321	2280	2561	0	207	0	0	0	572	14264	1000	6991	24504	23116	0	55166	0
NEXP1_AMBDH_N_220804_9172022_10.qgd	0	0	4018	0	3020	0	0	1639	0	762	603	0	49251	75701	67027	2066	0	0	0	428	4586	0	0	0	0	0	0	0	0	0	0	53527	2219	1118	0	0	0	127	0	0	14138	0	10533	2170	12391	0	7879	0
NEXP1_AMBDHredo_D_220725_8162022_17.qgd	1905	0	93815	22845	2680	2680	0	2102	0	0	1341	0	67307	42038	150984	1233	0	0	0	0	2660	0	0	0	0	0	0	0	0	0	0	79741	34975	2738	0	0	0	2257	0	0	18618	3575	8975	14444	28156	0	33067	0
NEXP1_AMBIENT_N_220725_8142022_08.qgd	0	0	21259	0	1489	0	0	1619	0	809	281	0	41203	43933	119600	1934	0	0	0	0	1423	0	0	0	0	0	0	0	0	0	0	61633	4294	1906	953	225	0	0	183	0	16673	0	8533	8663	32103	0	52632	0
NEXP1_AMBJB_D_220811_8232022_06.qgd	0	0	2389	0	3874	0	0	1485	0	8249	1343	0	83597	107700	172173	1481	0	0	0	0	7866	0	0	0	0	0	0	0	0	0	0	66798	3641	1334	0	0	0	0	0	0	1775286	0	0	0	26007	0	27892	0
NEXP1_AMBJB_N_220811_9142022_10.qgd	0	0	49696	29572	3619	5653	8408	3294	0	2466	1078	0	97637	23950	112769	3153	684	0	0	0	0	0	0	7182	0	0	0	0	1303	2384	451	98488	51221	5587	0	1440	0	0	441	0	30768	4058	8078	0	27728	0	123905	0
